PlayerId;TeamId;FranchiseId;GP;G;A;+/-;PIM;PP G;PP A;SH G;SH A;Fights;Fights_Won;HIT;GvA;TkA;SB;GR;Game Rating Off;Game Rating Def;SOG;TOI;PPTOI;SHTOI;PDO;GF/60;GA/60;SF/60;SA/60;CF;CA;CF%;CF% rel;FF;FA;FF%;FF% rel
6;2;2;66;9;20;34;24;0;0;0;0;0;0;71;24;13;6;68;57;74;154;71361;62;4026;99.8;4.5;2.8;46.7;28.1;1733;1067;61.9;-3.0;1262;769;62.1;-2.3
10;19;19;66;15;26;14;10;2;1;0;1;0;0;91;32;40;194;65;60;68;205;83328;2801;6225;100.3;3.2;2.7;37.0;32.1;1558;1423;52.3;-1.6;1213;1048;53.6;-0.2
11;19;19;66;4;21;-12;26;0;0;0;1;0;0;119;22;59;96;59;53;62;106;69909;396;5875;96.8;2.7;3.5;36.6;32.3;1301;1204;51.9;-2.0;996;868;53.4;-0.5
16;14;14;66;12;21;-49;26;1;2;0;0;0;0;66;24;16;29;59;62;53;104;77678;3019;2908;101.0;2.0;4.3;20.5;48.2;840;1998;29.6;-4.3;626;1491;29.6;-4.4
20;20;20;66;20;38;-34;18;6;17;1;0;0;0;45;30;16;42;68;71;61;200;72071;9177;5214;96.7;2.4;4.1;30.7;37.4;1168;1392;45.6;0.4;853;1030;45.3;0.5
21;0;0;66;15;32;32;18;0;0;0;0;0;0;65;35;23;13;65;69;57;187;68392;174;3076;101.0;4.2;2.5;43.4;29.4;1537;1038;59.7;-5.9;1130;767;59.6;-5.6
22;2;2;64;23;39;-7;24;3;13;1;2;0;0;112;33;23;22;69;76;57;229;73686;8841;2582;96.4;2.6;2.9;38.4;27.6;1494;1087;57.9;-0.4;1115;783;58.7;0.2
23;0;0;66;21;37;56;12;0;4;0;1;0;0;77;41;32;33;66;73;56;214;73910;3402;4809;102.4;4.8;2.0;46.2;25.5;1817;976;65.1;2.0;1315;726;64.4;1.6
29;0;0;66;7;23;21;24;0;0;0;0;0;0;87;24;36;149;58;57;57;155;68878;51;5046;99.8;4.1;3.0;41.4;29.6;1553;1034;60.0;-5.4;1107;767;59.1;-6.3
40;1;1;66;21;28;21;14;8;7;0;0;0;0;84;50;34;133;66;64;67;260;70480;11357;4840;98.7;3.8;2.7;45.4;27.7;1628;1012;61.7;0.5;1219;752;61.8;0.7
43;1;1;66;6;21;21;6;0;0;0;0;0;0;30;31;10;23;50;51;48;126;69140;102;1098;99.3;3.6;2.6;44.5;28.6;1613;1016;61.4;-0.0;1179;748;61.2;-0.3
44;1;1;66;10;32;40;42;0;0;0;0;0;0;160;65;11;48;60;59;60;181;69872;193;1377;101.8;4.2;2.2;44.6;28.2;1566;1012;60.7;-0.9;1164;746;60.9;-0.6
47;1;1;66;12;27;8;14;0;0;0;0;0;0;95;45;19;49;60;62;52;163;67118;9;6035;96.5;3.2;2.8;44.9;26.1;1580;964;62.1;1.1;1184;685;63.3;2.9
48;1;1;66;8;38;11;2;0;0;0;1;0;0;7;32;25;40;65;73;54;180;69960;0;3061;98.0;3.6;3.1;43.7;30.1;1540;1008;60.4;-1.4;1143;778;59.5;-2.8
52;6;6;66;13;27;9;24;0;1;0;0;0;0;58;38;19;25;62;70;52;156;70604;2247;2285;100.5;3.0;2.5;34.6;31.3;1250;1126;52.6;-1.4;952;835;53.3;-0.7
54;1;1;66;38;51;61;14;7;13;1;0;0;0;50;49;22;51;66;73;56;251;73438;11094;3371;104.2;4.8;1.8;45.0;27.8;1686;1063;61.3;-0.0;1232;779;61.3;-0.1
55;1;1;66;19;45;63;8;2;1;0;0;0;0;96;43;26;11;60;65;52;228;73179;2816;2924;104.6;4.9;1.7;45.0;27.8;1691;1064;61.4;0.0;1232;779;61.3;-0.1
64;9;9;66;17;25;20;24;0;2;0;0;0;0;64;40;26;23;59;65;52;172;66716;2832;849;101.6;3.8;2.6;38.3;32.0;1342;1056;56.0;1.5;985;816;54.7;-0.0
75;19;19;66;15;35;5;16;6;8;0;0;0;0;100;25;25;36;60;63;55;215;76452;10353;1658;98.8;3.4;3.0;36.6;28.0;1507;1131;57.1;5.9;1097;844;56.5;4.2
76;2;2;66;19;37;20;16;4;15;2;0;0;0;123;32;48;154;67;64;68;237;71177;12254;4589;99.4;3.4;2.2;41.4;25.0;1593;984;61.8;-3.0;1187;739;61.6;-3.0
86;2;2;66;39;55;35;24;11;15;0;0;0;0;95;35;13;1;72;82;58;301;71247;11728;372;98.7;4.7;2.7;47.3;23.6;1747;880;66.5;4.0;1310;662;66.4;4.1
87;2;2;66;15;36;36;14;0;0;0;0;0;0;93;51;22;87;58;62;51;175;70965;229;4320;98.3;4.5;2.8;46.6;24.5;1680;916;64.7;1.3;1259;684;64.8;1.7
89;0;0;66;23;46;41;12;1;4;0;0;0;0;128;53;28;88;69;76;58;216;77394;3642;5025;99.5;4.4;2.4;46.9;24.6;1901;980;66.0;3.5;1381;720;65.7;3.6
98;2;2;66;19;49;47;30;3;16;0;1;0;0;119;40;29;104;72;60;79;250;70335;12326;3273;100.4;4.9;2.3;47.2;22.7;1777;833;68.1;6.3;1305;624;67.7;5.9
105;9;9;66;7;25;3;32;0;2;0;0;0;0;83;21;24;77;69;69;67;163;74510;3238;4891;99.0;3.7;3.5;35.9;31.1;1451;1164;55.5;0.8;1069;889;54.6;-0.2
107;6;6;66;6;12;-2;10;0;0;0;0;0;0;93;27;20;126;55;52;57;104;69417;21;3558;98.8;2.9;3.1;35.4;32.7;1240;1217;50.5;-4.6;934;892;51.2;-3.9
111;21;21;66;9;17;-30;38;2;5;0;0;0;0;169;60;27;143;65;53;74;150;76099;10824;5354;99.0;2.2;3.5;26.6;37.8;1118;1538;42.1;-7.4;801;1128;41.5;-8.5
122;3;3;66;14;27;12;12;3;1;0;1;0;0;115;36;31;29;63;60;59;165;73719;2612;5612;99.0;3.0;2.5;37.2;27.1;1463;1050;58.2;5.3;1061;797;57.1;4.6
123;11;11;66;4;15;-50;22;1;0;0;0;0;0;52;15;33;106;57;56;55;58;65401;2511;4306;99.4;1.5;4.3;17.1;44.7;621;1548;28.6;-4.5;466;1126;29.3;-3.7
124;4;4;66;12;20;-17;26;0;1;1;0;0;0;38;32;44;140;60;54;62;92;65550;2602;3744;103.3;2.2;3.2;20.1;41.8;690;1435;32.5;-3.0;512;1064;32.5;-2.4
130;3;3;66;34;31;10;10;12;7;0;0;0;0;61;35;15;45;67;75;55;208;71712;8376;143;99.5;3.0;2.5;37.4;28.8;1438;1060;57.6;4.3;1035;802;56.3;3.4
136;2;2;64;9;19;-1;4;0;0;0;1;0;0;62;26;36;178;61;52;67;119;84755;1548;6048;101.4;3.1;3.3;29.1;35.5;1290;1561;45.2;1.1;937;1179;44.3;0.2
139;18;18;66;13;13;2;19;0;0;0;0;1;0;94;29;20;55;58;61;51;129;67800;268;272;100.5;2.7;2.5;34.3;35.0;1190;1199;49.8;-5.0;881;902;49.4;-5.9
147;6;6;66;13;29;4;24;0;2;0;0;0;0;73;45;25;8;62;66;54;170;71761;2522;752;99.3;2.8;2.6;35.2;30.2;1280;1141;52.9;-1.0;976;834;53.9;0.2
148;4;4;66;14;18;-41;22;0;0;0;0;0;0;130;49;18;28;55;58;49;100;67358;279;2748;98.9;2.2;4.4;23.8;42.2;849;1470;36.6;2.9;613;1087;36.1;2.7
150;0;0;66;36;29;38;12;3;1;0;0;0;0;65;33;20;10;65;73;54;218;74625;3369;333;99.3;4.3;2.4;46.6;24.3;1848;941;66.3;3.8;1334;688;66.0;3.9
152;11;11;66;15;23;-29;24;3;6;0;0;0;0;64;32;28;124;67;63;66;135;70328;7825;4762;101.6;2.1;3.5;21.9;44.0;823;1627;33.6;2.8;609;1198;33.7;2.8
153;4;4;66;23;38;-31;4;2;2;0;0;0;0;8;62;34;22;63;61;60;166;83541;8247;7284;103.1;3.0;4.3;23.6;45.2;1041;1908;35.3;1.1;762;1437;34.7;0.8
157;1;1;66;19;24;8;0;0;0;0;0;0;0;0;33;22;58;59;69;48;164;70681;63;684;98.0;3.5;3.1;43.9;31.0;1569;1044;60.0;-2.0;1170;801;59.4;-3.0
163;10;10;66;32;40;13;34;4;7;0;1;0;0;111;45;27;91;67;66;61;201;77283;6663;1679;102.7;3.3;2.7;31.3;34.4;1274;1389;47.8;7.3;932;1018;47.8;7.1
170;10;10;66;7;11;-16;17;0;0;0;0;1;0;142;39;18;70;59;51;65;102;78138;298;5859;98.6;2.3;3.1;30.5;34.0;1280;1425;47.3;6.5;935;1026;47.7;7.0
175;18;18;66;33;43;10;22;9;13;0;0;0;0;112;43;29;46;66;70;58;259;76497;9488;5032;98.5;3.3;2.8;41.6;29.7;1616;1180;57.8;7.1;1199;864;58.1;7.2
178;18;18;66;18;33;18;16;3;12;0;0;0;0;114;41;39;116;80;77;79;274;78677;10658;5317;99.1;3.1;2.2;41.1;26.4;1621;1138;58.8;8.5;1212;832;59.3;9.0
179;18;18;66;24;35;12;22;9;7;0;0;0;0;113;51;30;56;68;76;56;271;75975;9484;3031;98.8;3.3;2.7;41.5;29.3;1607;1167;57.9;7.3;1188;847;58.4;7.6
184;1;1;66;28;31;11;153;2;2;0;0;3;0;416;42;22;37;59;67;50;188;70963;2853;1827;98.6;3.7;3.1;43.1;30.9;1569;1043;60.1;-1.9;1158;811;58.8;-3.8
185;5;5;66;20;32;-16;10;4;10;0;0;0;0;63;34;51;66;73;71;69;199;73283;8462;5058;97.4;2.8;3.5;36.0;34.2;1389;1364;50.5;4.6;1007;993;50.3;4.4
190;18;18;66;11;12;0;37;0;0;0;0;1;1;155;46;15;36;62;63;55;121;67863;203;717;100.2;2.6;2.6;33.8;34.9;1184;1196;49.7;-5.1;880;899;49.5;-5.8
191;3;3;66;20;27;13;12;2;2;0;0;0;0;49;48;30;93;63;70;54;177;73372;2418;573;101.4;2.9;2.3;31.4;29.0;1249;1111;52.9;-2.7;897;816;52.4;-2.6
219;0;0;66;32;51;52;25;8;12;0;0;1;0;149;50;21;6;70;75;59;261;73676;9606;1038;101.8;4.8;2.3;45.8;26.1;1803;974;64.9;1.8;1302;733;64.0;0.9
226;13;13;66;18;30;13;30;0;2;0;0;0;0;76;32;23;10;59;67;50;180;75566;3351;3770;100.5;3.8;3.2;38.0;33.8;1440;1355;51.5;-1.1;1068;988;51.9;-0.9
227;1;1;66;31;36;59;8;1;2;0;0;0;0;38;50;21;98;63;68;56;212;74922;2862;801;103.6;4.9;2.0;45.2;27.5;1722;1065;61.8;0.7;1260;781;61.7;0.6
228;14;14;66;13;15;-62;22;1;0;0;0;0;0;50;34;16;19;53;56;47;130;65603;3064;370;95.7;1.7;5.0;24.2;44.5;756;1521;33.2;1.3;568;1140;33.3;1.3
236;21;21;66;7;30;-23;16;1;12;0;0;0;0;84;22;29;119;63;62;61;170;74520;11426;5712;99.8;2.3;3.2;26.8;37.1;1102;1499;42.4;-6.8;792;1097;41.9;-7.8
237;7;7;66;25;29;17;32;2;4;0;0;0;0;97;43;21;54;68;71;60;201;73326;3290;794;101.3;3.0;2.2;37.1;31.9;1392;1250;52.7;-0.3;1038;930;52.7;-0.9
244;12;12;66;0;11;-37;22;0;0;0;0;0;0;59;22;10;47;50;50;49;52;54603;134;2788;98.5;1.8;4.2;21.3;42.8;601;1219;33.0;-6.2;444;901;33.0;-6.1
249;21;21;66;18;27;3;16;4;4;0;0;0;0;74;54;30;102;70;67;69;155;71473;3205;5539;100.5;2.4;2.3;32.3;32.6;1252;1262;49.8;4.4;898;917;49.5;3.7
255;7;7;66;9;15;21;10;1;0;0;0;0;0;137;26;15;41;58;60;50;122;69567;282;289;102.5;3.2;2.1;35.5;31.9;1286;1215;51.4;-2.1;947;898;51.3;-3.0
260;11;11;66;19;15;-23;12;3;4;0;0;0;0;75;24;19;72;60;61;59;158;66198;8123;631;101.6;2.1;3.3;22.9;42.7;821;1457;36.0;6.3;594;1093;35.2;4.9
269;9;9;66;7;17;-6;42;0;0;0;1;0;0;70;28;23;70;58;52;62;88;61045;157;4563;97.3;2.7;3.1;35.8;31.0;1108;961;53.6;-2.0;822;709;53.7;-1.4
270;10;10;66;8;13;-13;8;0;1;0;0;0;0;87;22;18;111;55;51;58;63;62498;221;1115;101.8;2.5;3.2;25.4;40.5;809;1293;38.5;-6.6;610;965;38.7;-6.4
271;8;8;66;17;34;26;24;3;10;0;0;2;1;149;39;30;126;73;64;80;190;73456;9908;5337;102.7;3.6;2.4;37.5;34.0;1399;1285;52.1;-1.8;1046;957;52.2;-1.8
279;8;8;66;14;26;17;16;3;1;0;0;0;0;80;29;19;4;60;67;51;161;66720;2850;31;102.4;3.5;2.5;34.8;33.1;1232;1143;51.9;-2.1;900;863;51.0;-3.4
284;8;8;66;20;41;19;20;4;7;1;0;0;0;111;37;31;117;75;79;66;238;74951;8950;5207;100.1;3.0;2.2;40.6;29.4;1560;1162;57.3;6.1;1162;859;57.5;6.3
285;8;8;66;31;37;18;34;5;5;0;0;0;0;124;47;27;25;71;76;61;238;75842;8943;3076;101.7;3.9;3.1;37.0;34.4;1414;1370;50.8;-3.9;1059;1012;51.1;-3.5
291;8;8;66;12;24;13;27;0;1;0;0;0;0;81;43;16;4;62;69;53;152;75072;2143;2876;99.6;2.9;2.3;39.9;29.2;1538;1165;56.9;5.5;1164;849;57.8;6.8
299;0;0;66;19;23;32;12;0;1;0;0;0;0;42;27;12;24;57;65;48;161;66484;26;205;100.9;4.1;2.4;44.0;28.3;1502;996;60.1;-5.2;1107;726;60.4;-4.3
301;9;9;66;9;33;26;46;2;7;0;1;0;0;149;31;31;99;66;64;68;222;74463;10135;8626;101.5;3.8;2.6;38.4;30.7;1450;1156;55.6;1.0;1079;860;55.6;1.5
304;5;5;66;11;32;-14;14;4;6;0;0;0;0;107;23;29;185;63;62;62;248;82511;8540;5073;97.5;2.8;3.4;37.6;33.9;1615;1467;52.4;8.0;1210;1082;52.8;8.8
308;13;13;66;9;28;24;19;0;1;0;0;1;0;108;23;27;116;59;59;57;167;79369;2373;4254;101.1;3.8;2.8;38.8;32.0;1575;1341;54.0;2.8;1168;975;54.5;3.1
310;9;9;66;32;24;13;36;3;1;1;1;0;0;123;46;32;70;64;66;58;202;69261;3268;8337;98.1;3.8;3.2;39.5;27.9;1393;1036;57.3;3.6;1039;740;58.4;5.5
323;9;9;66;28;38;22;30;5;8;0;2;0;0;51;34;34;63;63;69;55;204;65933;10040;4576;101.2;4.1;2.9;39.5;31.6;1368;1013;57.5;3.7;1003;773;56.5;2.7
324;3;3;66;12;22;-14;40;2;2;0;0;0;0;105;33;19;87;57;63;49;136;72546;2654;739;98.7;2.8;3.5;33.0;35.6;1265;1386;47.7;0.1;901;1004;47.3;-0.1
326;20;20;66;24;33;-28;20;8;9;0;0;0;0;101;32;35;44;60;68;49;196;70121;9244;3555;97.7;2.8;4.2;30.9;37.3;1151;1353;46.0;0.9;830;1005;45.2;0.4
327;11;11;66;8;11;-46;32;0;0;0;0;0;0;78;24;12;27;55;58;49;79;66742;61;667;99.4;1.4;3.9;17.3;44.7;637;1570;28.9;-4.2;476;1146;29.3;-3.6
337;13;13;66;10;24;24;29;0;0;0;0;1;1;93;28;32;210;63;55;68;129;77742;200;6119;101.5;4.1;3.0;38.2;32.5;1511;1340;53.0;1.2;1125;988;53.2;1.1
355;7;7;66;30;45;-8;22;7;18;0;0;0;0;101;35;29;64;68;75;57;217;70048;10925;2236;97.5;3.1;3.4;38.3;32.5;1303;1187;52.3;-0.8;997;884;53.0;-0.5
356;10;10;66;4;17;-22;21;3;1;0;0;1;0;49;30;39;158;64;56;71;160;80267;7130;3527;98.3;2.2;3.1;29.4;34.4;1258;1447;46.5;5.2;922;1060;46.5;5.2
365;6;6;66;26;30;7;14;7;3;0;0;0;0;87;29;27;44;61;67;52;217;71339;7825;3222;100.4;3.5;3.2;36.2;34.6;1364;1280;51.6;-3.1;1024;940;52.1;-2.5
369;11;11;66;1;13;-45;46;0;0;0;0;0;0;169;27;32;256;59;50;65;31;72087;207;10198;99.4;1.7;4.1;20.5;44.8;774;1662;31.8;-0.0;580;1215;32.3;0.7
370;18;18;66;21;38;10;20;4;9;0;0;0;0;169;60;17;65;70;76;60;218;75841;9849;5222;98.7;3.3;2.8;41.2;30.0;1598;1181;57.5;6.6;1186;862;57.9;6.9
373;3;3;66;11;43;27;21;3;13;1;0;1;1;63;26;18;120;74;76;69;224;73786;8522;5720;101.9;3.7;2.4;35.7;28.3;1440;1019;58.6;5.8;1032;774;57.1;4.6
380;11;11;66;16;20;-45;16;1;1;0;0;0;0;21;34;10;26;57;59;53;123;71015;2700;276;101.1;2.0;4.2;19.8;46.8;765;1744;30.5;-2.0;566;1266;30.9;-1.5
382;11;11;66;20;15;-26;30;5;4;1;0;0;0;99;40;26;92;68;64;67;149;68599;8262;11029;101.0;2.0;3.4;22.9;43.0;849;1533;35.6;5.8;614;1143;34.9;4.6
384;11;11;66;8;14;-40;23;0;0;0;1;0;0;3;25;33;88;59;62;55;94;72897;863;5051;100.5;1.8;3.9;20.8;46.5;825;1719;32.4;1.0;607;1281;32.2;0.5
395;13;13;66;25;31;13;10;4;3;0;0;0;0;37;31;17;78;63;71;57;214;74728;6689;1414;100.2;3.4;2.8;38.1;31.7;1550;1255;55.3;4.7;1126;926;54.9;3.6
404;5;5;66;1;12;-15;21;0;0;0;0;0;0;58;21;30;78;60;53;63;80;61766;105;2396;100.1;2.5;3.4;28.8;39.3;920;1298;41.5;-8.3;664;938;41.4;-8.2
406;18;18;66;6;22;6;18;0;1;0;0;0;0;93;40;23;77;54;51;56;180;73811;3026;3665;100.1;3.2;2.9;36.6;33.7;1371;1288;51.6;-2.6;1025;960;51.6;-2.8
408;6;6;66;14;30;2;18;3;6;0;0;0;0;66;43;27;58;60;65;54;182;72057;8305;5957;98.3;3.0;3.0;35.8;29.4;1349;1041;56.4;4.2;990;791;55.6;2.7
409;8;8;66;18;34;14;17;2;1;0;0;1;0;47;32;23;110;61;69;50;189;75711;2824;555;101.7;3.6;2.9;35.6;34.3;1379;1380;50.0;-5.1;1047;1012;50.8;-3.9
415;8;8;66;15;29;19;8;1;3;0;0;0;0;111;26;25;88;65;66;60;146;68414;2867;1656;101.9;3.3;2.2;35.6;30.5;1307;1098;54.3;1.5;970;811;54.5;1.5
417;12;12;66;6;10;-29;8;0;0;0;0;0;0;11;23;16;41;53;54;48;56;62381;137;243;101.0;1.4;3.1;16.4;40.2;563;1337;29.6;-11.0;404;962;29.6;-10.8
433;18;18;66;9;24;25;10;0;0;0;0;0;0;127;30;31;170;61;54;66;169;79861;3028;5457;100.2;3.2;2.0;41.2;27.2;1647;1183;58.2;7.8;1233;864;58.8;8.4
435;1;1;66;14;25;27;10;0;0;0;0;0;0;72;25;33;93;69;63;74;195;72147;2540;6973;99.8;3.9;2.5;44.2;28.3;1674;1037;61.7;0.6;1221;767;61.4;0.1
437;7;7;66;9;24;7;24;3;9;0;0;0;0;91;35;31;154;67;60;73;218;72495;11430;2361;99.5;2.9;2.5;35.7;29.2;1293;1188;52.1;-1.1;980;867;53.1;-0.4
438;20;20;66;7;12;-8;12;0;0;0;0;0;0;23;28;35;187;53;51;54;118;80657;55;3632;100.6;2.7;3.1;30.8;37.8;1279;1560;45.1;-0.5;943;1155;44.9;-0.0
439;10;10;66;1;18;-15;32;0;0;0;1;0;0;89;29;24;74;54;51;56;89;64057;2106;2418;101.3;2.3;3.2;25.2;40.9;831;1345;38.2;-7.1;622;1004;38.3;-7.1
442;13;13;66;25;39;11;24;3;4;0;1;0;0;60;49;15;95;61;68;55;177;74485;5296;215;100.2;3.7;3.2;38.2;33.5;1430;1334;51.7;-0.7;1056;967;52.2;-0.5
452;21;21;66;28;35;-11;22;7;9;0;0;0;0;79;65;26;81;67;74;56;223;73799;11763;623;99.8;3.0;3.4;31.1;34.4;1243;1326;48.4;2.3;918;974;48.5;2.3
456;13;13;66;26;47;19;12;2;6;0;0;0;0;76;58;25;34;65;76;52;236;74872;8758;5977;101.0;3.7;2.7;38.4;31.6;1555;1247;55.5;5.0;1134;921;55.2;4.1
457;2;2;66;41;44;33;14;12;17;0;0;0;0;113;58;26;16;70;81;55;282;69788;11910;209;100.5;4.0;2.0;45.7;24.2;1702;937;64.5;1.0;1263;673;65.2;2.3
466;14;14;66;5;11;-46;18;0;0;0;0;0;0;150;32;29;183;52;47;53;82;73895;178;7200;100.6;2.2;4.4;22.8;49.5;860;1858;31.6;-1.0;641;1390;31.6;-1.2
470;14;14;66;11;19;-56;22;1;4;0;1;0;0;178;60;38;312;66;55;74;161;76443;8389;7276;97.9;2.1;4.7;24.5;44.3;956;1824;34.4;3.3;710;1346;34.5;3.4
475;10;10;66;20;13;-32;14;3;0;0;0;0;0;53;39;26;78;62;67;53;157;74289;2955;3311;97.6;2.0;3.5;28.3;36.8;1092;1418;43.5;0.5;801;1046;43.4;0.2
481;3;3;66;22;30;20;48;2;7;1;0;0;0;274;33;20;17;59;64;53;179;71087;6626;1721;101.8;3.5;2.6;34.5;30.6;1265;1103;53.4;-2.0;938;822;53.3;-1.2
483;11;11;66;9;11;-44;6;0;0;1;1;0;0;106;43;18;48;56;58;49;79;67567;8;10912;100.0;1.6;4.0;17.6;44.6;666;1618;29.2;-3.9;496;1174;29.7;-3.2
489;13;13;66;4;11;7;8;0;0;0;1;0;0;120;27;21;76;55;50;59;101;57442;0;6594;101.9;3.6;3.2;36.2;39.2;1101;1150;48.9;-4.6;821;854;49.0;-4.9
490;13;13;66;24;46;16;22;2;7;1;1;0;0;82;44;30;35;66;71;56;223;78016;5581;3910;100.8;3.7;3.0;37.6;33.5;1471;1376;51.7;-0.9;1089;1006;52.0;-0.8
492;4;4;66;8;20;-42;16;1;0;0;0;0;0;70;27;30;79;57;59;53;103;68036;2378;1285;98.3;2.0;4.2;24.0;42.0;845;1490;36.2;2.3;610;1105;35.6;2.0
500;15;15;66;8;33;46;16;0;1;0;0;0;0;93;41;26;74;65;54;74;195;77489;2832;6190;101.1;4.1;2.0;43.1;23.4;1689;961;63.7;6.9;1271;702;64.4;7.9
501;15;15;66;12;30;28;22;4;5;0;0;0;0;74;23;27;47;65;71;57;192;74300;10302;6042;101.2;3.7;2.2;39.4;27.2;1543;1054;59.4;0.2;1135;791;58.9;-0.6
502;15;15;66;8;24;25;2;0;0;0;0;0;0;40;26;23;91;54;52;55;116;63958;31;4468;101.0;3.6;2.3;39.1;27.5;1300;943;58.0;-1.9;946;682;58.1;-1.7
507;14;14;66;2;12;-58;10;0;0;0;1;0;0;71;27;23;162;58;50;64;75;63377;90;3639;97.6;1.7;5.1;21.0;48.3;697;1565;30.8;-2.1;520;1170;30.8;-2.2
509;15;15;66;27;32;24;21;3;3;0;0;1;1;54;37;20;38;62;70;51;216;71553;3037;150;99.1;3.7;2.4;43.5;25.9;1610;972;62.4;4.7;1183;708;62.6;4.9
510;15;15;66;30;28;29;18;1;9;0;0;0;0;109;39;24;52;74;76;67;195;72137;6908;5642;102.1;3.3;1.9;37.1;27.3;1402;1052;57.1;-3.2;1024;778;56.8;-3.7
513;9;9;66;25;43;2;28;4;4;0;0;0;0;122;46;24;75;64;71;54;217;69495;9992;3696;97.2;3.6;3.4;39.3;28.4;1380;1038;57.1;3.1;1030;749;57.9;4.8
534;3;3;66;4;20;24;10;0;1;0;0;0;0;37;19;29;94;64;55;70;119;63292;176;3674;102.6;3.4;2.0;35.3;29.5;1141;986;53.6;-1.6;825;736;52.9;-1.8
536;0;0;66;23;43;34;14;6;6;0;0;0;0;121;43;37;108;72;67;74;272;77953;9871;4984;98.6;4.1;2.5;48.3;25.4;1929;1018;65.5;2.7;1413;757;65.1;2.7
538;14;14;66;6;16;-57;35;0;1;0;1;1;0;114;24;25;128;57;57;56;96;76888;2738;3261;97.6;1.9;4.6;24.3;44.7;953;1861;33.9;2.5;709;1370;34.1;2.8
539;3;3;66;8;21;-8;37;0;2;0;0;1;1;77;56;26;99;63;58;65;152;80473;507;1999;98.4;2.6;3.0;32.4;30.8;1387;1281;52.0;-4.4;1028;942;52.2;-3.0
540;6;6;66;8;21;14;54;0;1;0;0;2;1;221;28;30;147;65;54;74;106;75556;2992;5557;100.1;3.4;2.7;35.7;28.9;1420;1113;56.1;3.8;1061;813;56.6;4.3
543;12;12;66;23;34;-30;22;3;4;2;1;0;0;119;25;43;61;71;71;65;181;71883;8030;8836;98.4;2.9;4.5;28.5;38.4;1042;1424;42.3;7.2;770;1061;42.1;7.1
544;14;14;66;4;10;-61;16;0;0;0;0;0;0;139;27;31;29;58;54;56;76;66190;80;7072;95.6;1.6;4.9;23.5;44.2;755;1513;33.3;1.4;567;1133;33.4;1.4
545;0;0;66;41;51;44;16;10;13;1;0;0;0;80;45;23;52;72;83;57;297;74401;9588;3045;101.0;4.5;2.5;46.2;27.9;1801;1051;63.1;-0.9;1313;782;62.7;-1.1
547;8;8;66;28;31;27;20;3;8;0;0;0;0;120;41;28;18;62;66;56;198;73767;8884;5097;101.3;3.2;1.9;40.1;28.8;1524;1127;57.5;6.3;1134;829;57.8;6.6
549;6;6;66;17;34;9;10;0;1;0;1;0;0;126;53;27;105;62;68;54;179;74832;2781;3525;100.4;3.3;2.9;36.5;33.6;1421;1318;51.9;-2.7;1069;971;52.4;-2.1
550;10;10;66;4;12;-22;8;0;0;0;0;0;0;65;36;28;78;57;55;56;75;69126;438;5448;100.1;2.0;3.1;23.1;37.1;874;1362;39.1;-5.9;635;1004;38.7;-6.5
551;9;9;66;13;22;-12;24;0;0;0;0;0;0;34;36;19;7;57;63;48;141;69859;0;3895;98.4;2.5;3.1;31.5;32.8;1184;1153;50.7;-6.4;872;872;50.0;-6.9
554;15;15;66;30;34;24;15;10;10;0;0;1;0;90;33;31;72;66;69;61;259;72322;9879;1476;98.8;3.7;2.4;44.0;25.6;1628;966;62.8;5.3;1206;706;63.1;5.7
558;8;8;66;16;30;12;16;0;0;0;0;0;0;65;28;14;59;60;65;52;145;73310;106;453;101.9;3.8;3.2;35.3;36.2;1312;1392;48.5;-7.3;990;1054;48.4;-7.6
568;0;0;66;16;33;40;18;1;12;0;0;0;0;38;34;38;94;63;57;67;269;73211;9833;3317;98.8;4.4;2.4;49.4;23.8;1841;911;66.9;4.8;1375;670;67.2;5.9
569;8;8;66;18;26;26;14;7;6;0;0;0;0;159;67;42;130;70;61;76;221;74629;9905;5305;100.9;3.3;2.1;39.9;28.2;1549;1138;57.6;6.6;1168;849;57.9;6.9
577;14;14;66;4;10;-60;10;0;0;1;0;0;0;88;31;7;21;51;57;42;71;64383;47;7117;95.7;1.6;5.0;23.5;44.8;733;1495;32.9;0.8;547;1121;32.8;0.6
